COMMENT,NRI burma14 autogeneration or parameters for 90 percent load factor
SORT_BY,0
LABEL,NRI
1272.685714,8997
1272.685714,8997
1272.685714,8997
1272.685714,8997
1272.685714,8997
1272.685714,8997
1272.685714,8997
1272.685714,8997
1272.685714,8997
1272.685714,8997
1272.685714,8997
1272.685714,8997
1272.685714,8997
1272.685714,8997
1272.685714,8997
1272.685714,8997
1272.685714,8997
1272.685714,8997
1272.685714,8997
1272.685714,8997
1272.685714,8997
1272.685714,8997
1272.685714,8997
1272.685714,8997
1272.685714,8997
1272.685714,8997
1272.685714,8997
1272.685714,8997
1272.685714,8997
1272.685714,8997
1272.685714,8997
1272.685714,8997
1272.685714,8997
1272.685714,8997
1272.685714,8997
1272.685714,8997
1272.685714,8997
1272.685714,8997
1272.685714,8997
1272.685714,8997
1272.685714,8997
1272.685714,8997
1272.685714,8997
1272.685714,8997
1272.685714,8997
1272.685714,8997
1272.685714,8997
1272.685714,8997
1272.685714,8997
1272.685714,8997
1272.685714,8997
1272.685714,8997
1272.685714,8997
1272.685714,8997
1272.685714,8997
1272.685714,8997
1272.685714,8997
1272.685714,8997
1272.685714,8997
1272.685714,8997
1272.685714,8997
1272.685714,8997
1272.685714,8997
1272.685714,8997
1272.685714,8997
1272.685714,8997
1272.685714,8997
1272.685714,8997
1272.685714,8997
1272.685714,8997
1272.685714,8997
1272.685714,8997
1272.685714,8997
1272.685714,8997
1272.685714,8997
1272.685714,8997
1272.685714,8997
1272.685714,8997
1272.685714,8997
1272.685714,8997
1272.685714,8997
1272.685714,8997
1272.685714,8997
1272.685714,8997
1272.685714,8997
1272.685714,8997
1272.685714,8997
1272.685714,8997
1272.685714,8997
1334.125714,9017
1334.125714,9017
1334.125714,9017
1334.125714,9017
1334.125714,9017
1334.125714,9017
1334.125714,9017
1334.125714,9017
1334.125714,9017
1334.125714,9017
1334.125714,9017
1334.125714,9017
1334.125714,9017
1334.125714,9017
1334.125714,9017
1334.125714,9017
1334.125714,9017
1334.125714,9017
1334.125714,9017
1334.125714,9017
1334.125714,9017
1334.125714,9017
1334.125714,9017
1334.125714,9017
1334.125714,9017
1334.125714,9017
1334.125714,9017
1334.125714,9017
1334.125714,9017
1334.125714,9017
1334.125714,9017
1334.125714,9017
1334.125714,9017
1334.125714,9017
1334.125714,9017
1334.125714,9017
1334.125714,9017
1334.125714,9017
1334.125714,9017
1334.125714,9017
1334.125714,9017
1334.125714,9017
1334.125714,9017
1334.125714,9017
1334.125714,9017
1334.125714,9017
1334.125714,9017
1334.125714,9017
1334.125714,9017
1334.125714,9017
1334.125714,9017
1334.125714,9017
1334.125714,9017
1334.125714,9017
1334.125714,9017
1334.125714,9017
1334.125714,9017
1334.125714,9017
1334.125714,9017
1334.125714,9017
1334.125714,9017
1334.125714,9017
1375.085714,9018
1375.085714,9018
1375.085714,9018
1375.085714,9018
1375.085714,9018
1375.085714,9018
1375.085714,9018
1375.085714,9018
1375.085714,9018
1375.085714,9018
1375.085714,9018
1375.085714,9018
1375.085714,9018
1375.085714,9018
1375.085714,9018
1375.085714,9018
1375.085714,9018
1375.085714,9018
1375.085714,9018
1375.085714,9018
1375.085714,9018
1375.085714,9018
1375.085714,9018
1375.085714,9018
1375.085714,9018
1375.085714,9018
1375.085714,9018
1375.085714,9018
1375.085714,9018
1375.085714,9018
1375.085714,9018
1375.085714,9018
1375.085714,9018
1375.085714,9018
1375.085714,9018
1375.085714,9018
1375.085714,9018
1375.085714,9018
1375.085714,9018
1375.085714,9018
1375.085714,9018
1404.342857,9058
1404.342857,9058
1404.342857,9058
1404.342857,9058
1404.342857,9058
1404.342857,9058
1404.342857,9058
1404.342857,9058
1404.342857,9058
1404.342857,9058
1404.342857,9058
1404.342857,9058
1404.342857,9058
1404.342857,9058
1404.342857,9058
1404.342857,9058
1404.342857,9058
1404.342857,9058
1404.342857,9058
1404.342857,9058
1404.342857,9058
1404.342857,9058
1404.342857,9058
1404.342857,9058
1404.342857,9058
1404.342857,9058
1404.342857,9058
1404.342857,9058
1404.342857,9058
1426.285714,9072
1426.285714,9072
1426.285714,9072
1426.285714,9072
1426.285714,9072
1426.285714,9072
1426.285714,9072
1426.285714,9072
1426.285714,9072
1426.285714,9072
1426.285714,9072
1426.285714,9072
1426.285714,9072
1426.285714,9072
1426.285714,9072
1426.285714,9072
1426.285714,9072
1426.285714,9072
1426.285714,9072
1426.285714,9072
1426.285714,9072
1426.285714,9072
1443.352381,9006
1443.352381,9006
1443.352381,9006
1443.352381,9006
1443.352381,9006
1443.352381,9006
1443.352381,9006
1443.352381,9006
1443.352381,9006
1443.352381,9006
1443.352381,9006
1443.352381,9006
1443.352381,9006
1443.352381,9006
1443.352381,9006
1443.352381,9006
1443.352381,9006
1457.005714,8970
1457.005714,8970
1457.005714,8970
1457.005714,8970
1457.005714,8970
1457.005714,8970
1457.005714,8970
1457.005714,8970
1457.005714,8970
1457.005714,8970
1457.005714,8970
1457.005714,8970
1457.005714,8970
1457.005714,8970
1468.176623,9093
1468.176623,9093
1468.176623,9093
1468.176623,9093
1468.176623,9093
1468.176623,9093
1468.176623,9093
1468.176623,9093
1468.176623,9093
1468.176623,9093
1468.176623,9093
1477.485714,9035
1477.485714,9035
1477.485714,9035
1477.485714,9035
1477.485714,9035
1477.485714,9035
1477.485714,9035
1477.485714,9035
1477.485714,9035
1485.362637,9050
1485.362637,9050
1485.362637,9050
1485.362637,9050
1485.362637,9050
1485.362637,9050
1485.362637,9050
1485.362637,9050
1492.114286,9067
1492.114286,9067
1492.114286,9067
1492.114286,9067
1492.114286,9067
1492.114286,9067
1492.114286,9067
1497.965714,9056
1497.965714,9056
1497.965714,9056
1497.965714,9056
1497.965714,9056
1503.085714,9016
1503.085714,9016
1503.085714,9016
1503.085714,9016
1503.085714,9016
1503.085714,9016
1507.603361,9015
1507.603361,9015
1507.603361,9015
1507.603361,9015
1511.619048,9006
1511.619048,9006
1511.619048,9006
1511.619048,9006
1515.21203,9014
1515.21203,9014
1515.21203,9014
1515.21203,9014
1518.445714,9014
1518.445714,9014
1518.445714,9014
1521.371429,9014
1521.371429,9014
1521.371429,9014
1524.031169,9014
1524.031169,9014
1524.031169,9014
1534.049524,9217
1534.049524,9217
1534.049524,9217
1534.049524,9217
1534.049524,9217
1534.049524,9217
1534.049524,9217
1534.049524,9217
1534.049524,9217
1534.049524,9217
1545.142857,9157
1545.142857,9157
1545.142857,9157
1545.142857,9157
1545.142857,9157
1545.142857,9157
1545.142857,9157
1545.142857,9157
1545.142857,9157
1545.142857,9157
1545.142857,9157
1554.931092,9222
1554.931092,9222
1554.931092,9222
1554.931092,9222
1554.931092,9222
1554.931092,9222
1554.931092,9222
1554.931092,9222
1554.931092,9222
1563.631746,9174
1563.631746,9174
1563.631746,9174
1563.631746,9174
1563.631746,9174
1563.631746,9174
1563.631746,9174
1563.631746,9174
1563.631746,9174
1571.416541,9215
1571.416541,9215
1571.416541,9215
1571.416541,9215
1571.416541,9215
1571.416541,9215
1571.416541,9215
1571.416541,9215
1578.422857,9214
1578.422857,9214
1578.422857,9214
1578.422857,9214
1578.422857,9214
1578.422857,9214
1578.422857,9214
1584.761905,9167
1584.761905,9167
1584.761905,9167
1584.761905,9167
1584.761905,9167
1584.761905,9167
1590.524675,9129
1590.524675,9129
1590.524675,9129
1590.524675,9129
1590.524675,9129
1590.524675,9129
1595.786335,9076
1595.786335,9076
1595.786335,9076
1595.786335,9076
1595.786335,9076
1600.609524,9136
1600.609524,9136
1600.609524,9136
1600.609524,9136
1600.609524,9136
1605.046857,9089
1605.046857,9089
1605.046857,9089
1605.046857,9089
1605.046857,9089
1609.142857,9114
1609.142857,9114
1609.142857,9114
1609.142857,9114
1612.93545,9124
1612.93545,9124
1612.93545,9124
1616.457143,9149
1616.457143,9149
1616.457143,9149
1616.457143,9149
1619.735961,9125
1619.735961,9125
1619.735961,9125
1622.79619,9127
1622.79619,9127
1622.79619,9127
1625.658986,9127
1625.658986,9127
1625.658986,9127
1628.342857,9141
1628.342857,9141
1628.342857,9141
1630.864069,9141
1630.864069,9141
1633.236975,9141
1633.236975,9141
1633.236975,9141
1635.474286,9141
